,support,itemsets,support_pct
555614,1.0,"frozenset({'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1', 'Q101_Haushaltstypologie.1'})",100.0
555613,1.0,"frozenset({'Q101_Beruf.2', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555592,1.0,"frozenset({'Q77_48.75560286184606', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555593,1.0,"frozenset({'Q77_30.573116001834602', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555594,1.0,"frozenset({'Q88_Alter.5', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555595,1.0,"frozenset({'Q88_Nutzung Smartphone.1', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555596,1.0,"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q23_Bundesländer', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555597,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555598,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555599,1.0,"frozenset({'Q102_Geschlecht.1', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555600,1.0,"frozenset({'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1', 'Q116_Alter.1'})",100.0
555601,1.0,"frozenset({'Q23_Bundesländer.4', 'Q116_Arbeitswochenstunden', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555602,1.0,"frozenset({'Q116_Wohnsituation', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555603,1.0,"frozenset({'Q117_Anzahl Endgeräte für Internetnutzung.4', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555604,1.0,"frozenset({'Q117_Anzahl Endgeräte für Internetnutzung.3', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555605,1.0,"frozenset({'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1', 'Q117_BKK.2'})",100.0
555606,1.0,"frozenset({'Q22_Verhältnis zu sozialen Medien.2', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555607,1.0,"frozenset({'Q22_Digitalisierung ist eher positiv als negativ.2', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555608,1.0,"frozenset({'Q23_Bundesländer.4', 'Q22_Net Promoter Score', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555609,1.0,"frozenset({'Q23_Bundesländer.4', 'Q115_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555610,1.0,"frozenset({'Q115_Bildungsstatus', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555611,1.0,"frozenset({'Q115_Berufstätigkeit des Befragten.2', 'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555612,1.0,"frozenset({'Q23_Bundesländer.4', 'Q30_Berufstätigkeit des Befragten.1', 'Q101_Arbeitswochenstunden.3'})",100.0
555741,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",100.0
555742,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q109_Digitalisierung ist eher positiv als negativ', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555743,1.0,"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555881,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q129_Bundesländer.2'})",100.0
555871,1.0,"frozenset({'Q102_Geschlecht.1', 'Q22_Digitalisierung ist eher positiv als negativ.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555872,1.0,"frozenset({'Q102_Geschlecht.1', 'Q22_Net Promoter Score', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555873,1.0,"frozenset({'Q102_Geschlecht.1', 'Q115_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555874,1.0,"frozenset({'Q102_Geschlecht.1', 'Q115_Bildungsstatus', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555875,1.0,"frozenset({'Q102_Geschlecht.1', 'Q115_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555876,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q101_Arbeitswochenstunden.3'})",100.0
555877,1.0,"frozenset({'Q102_Geschlecht.1', 'Q101_Beruf.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555878,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q101_Haushaltstypologie.1'})",100.0
555879,1.0,"frozenset({'Q102_Geschlecht.1', 'Q129_Personen im Haushalt.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555880,1.0,"frozenset({'Q102_Geschlecht.1', 'Q129_Alter', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555882,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q128_Bundesländer.11'})",100.0
555894,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q131_Bildungsstatus.2'})",100.0
555883,1.0,"frozenset({'Q128_Schnäppchen-Jäger', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555884,1.0,"frozenset({'Q102_Geschlecht.1', 'Q128_Guter Ruf.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555885,1.0,"frozenset({'Q100_Anpassung Zusatzbeitrag.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q102_Geschlecht.1'})",100.0
555886,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q100_Bundesländer.1'})",100.0
555887,1.0,"frozenset({'Q102_Geschlecht.1', 'Q100_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555888,1.0,"frozenset({'Q102_Geschlecht.1', 'Q114_Arbeitswochenstunden.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555889,1.0,"frozenset({'Q102_Geschlecht.1', 'Q114_Bundesländer.14', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555890,1.0,"frozenset({'Q102_Geschlecht.1', 'Q114_Bevorzugung stationäre Geschäfte vor Onlineshops', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555891,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Nutzung quad Video-/Onlineberatung'})",100.0
555892,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Kontaktaufn.: Videotelefonie'})",100.0
555870,1.0,"frozenset({'Q22_Verhältnis zu sozialen Medien.2', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555869,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q117_BKK.2'})",100.0
555868,1.0,"frozenset({'Q102_Geschlecht.1', 'Q117_Anzahl Endgeräte für Internetnutzung.3', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555867,1.0,"frozenset({'Q102_Geschlecht.1', 'Q117_Anzahl Endgeräte für Internetnutzung.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555846,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",100.0
555847,1.0,"frozenset({'Q59_Geschlecht', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555848,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q59_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555849,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q89_BKK', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555850,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",100.0
555851,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555852,1.0,"frozenset({'Q76_94.55611866412475', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555853,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q76_83.2695611882146', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555854,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q76_80.46947200696766'})",100.0
555855,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q62_BIK-Stadtregion (in Tausend).4'})",100.0
555856,1.0,"frozenset({'Q62_Beruf.1', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555857,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q62_Bundesländer.5'})",100.0
555858,1.0,"frozenset({'Q77_20.967204025320665', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555859,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q77_48.75560286184606', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555860,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q77_30.573116001834602', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555861,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q88_Alter.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555862,1.0,"frozenset({'Q88_Nutzung Smartphone.1', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555863,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q88_Berufstätigkeit des Befragten.2', 'Q102_Dauer der Kundenbeziehung.5'})",100.0
555864,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q116_Alter.1'})",100.0
555865,1.0,"frozenset({'Q102_Geschlecht.1', 'Q116_Arbeitswochenstunden', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555866,1.0,"frozenset({'Q102_Geschlecht.1', 'Q116_Wohnsituation', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555893,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q21_Nutzung quad Wahltarif'})",100.0
555895,1.0,"frozenset({'Q131_Berufstätigkeit des Befragten.3', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555744,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",100.0
555932,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Geschlecht.1', 'Q58_Nutzung quad Video-/Onlineberatung'})",100.0
555922,1.0,"frozenset({'Q102_Geschlecht.1', 'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555923,1.0,"frozenset({'Q102_Geschlecht.1', 'Q98_Zuf. Aktive Betreuung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555924,1.0,"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q30_Berufstätigkeit des Befragten.1', 'Q102_Geschlecht.1'})",100.0
555925,1.0,"frozenset({'Q102_Geschlecht.1', 'Q99_Gesetzliche Krankenkasse.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555926,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q99_Vergleich Kassensysteme.1'})",100.0
555927,1.0,"frozenset({'Q102_Geschlecht.1', 'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555928,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q70_61.777600178356806'})",100.0
555929,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",100.0
555930,1.0,"frozenset({'Q58_Reklamationszufriedenheit', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555931,1.0,"frozenset({'Q102_Geschlecht.1', 'Q58_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555933,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",100.0
555896,1.0,"frozenset({'Q131_Haushaltsnettoeinkommen in Euro', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555934,1.0,"frozenset({'Q59_Geschlecht', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555935,1.0,"frozenset({'Q102_Geschlecht.1', 'Q59_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555936,1.0,"frozenset({'Q102_Geschlecht.1', 'Q89_BKK', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555937,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",100.0
555938,1.0,"frozenset({'Q102_Geschlecht.1', 'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555939,1.0,"frozenset({'Q76_94.55611866412475', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555940,1.0,"frozenset({'Q102_Geschlecht.1', 'Q76_83.2695611882146', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555941,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q76_80.46947200696766'})",100.0
555942,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q62_BIK-Stadtregion (in Tausend).4'})",100.0
555943,1.0,"frozenset({'Q62_Beruf.1', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555921,1.0,"frozenset({'Q98_Haushaltstypologie.4', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555920,1.0,"frozenset({'Q102_Geschlecht.1', 'Q28_Berufstätigkeit des Befragten.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555919,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q28_Nutzung quad persönl. Kundenbereich.1'})",100.0
555918,1.0,"frozenset({'Q28_Zuf. Schnelligkeit der Bearbeitung.1', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555897,1.0,"frozenset({'Q102_Geschlecht.1', 'Q130_Kontaktaufn.: Videotelefonie', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555898,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q130_Berufstätigkeit des Befragten.3'})",100.0
555899,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q130_Alter'})",100.0
555900,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Nielsengebiete'})",100.0
555901,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Verhältnis zu sozialen Medien.2'})",100.0
555902,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q132_Nutzung Payback'})",100.0
555903,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Geschlecht.1', 'Q133_Kontaktaufn.: Kontaktformular Website'})",100.0
555904,1.0,"frozenset({'Q133_BKK (Fortsetzung).13', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555905,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q133_Bildungsstatus'})",100.0
555906,1.0,"frozenset({'Q102_Geschlecht.1', 'Q9_Net Promoter Score', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555907,1.0,"frozenset({'Q102_Geschlecht.1', 'Q9_Kunden-begeisterung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555908,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q9_Legt Wert auf Nachhaltigkeit'})",100.0
555909,1.0,"frozenset({'Q29_Personen im Haushalt.3', 'Q30_Berufstätigkeit des Befragten.1', 'Q102_Geschlecht.1'})",100.0
555910,1.0,"frozenset({'Q102_Geschlecht.1', 'Q29_BIK-Stadtregion (in Tausend)', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555911,1.0,"frozenset({'Q29_Nutzung quad Newsletter', 'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555912,1.0,"frozenset({'Q102_Geschlecht.1', 'Q108_Personen im Haushalt.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555913,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q108_Arbeitswochenstunden.2'})",100.0
555914,1.0,"frozenset({'Q102_Geschlecht.1', 'Q108_Beruf', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555915,1.0,"frozenset({'Q102_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1', 'Q109_BIK-Stadtregion (in Tausend)'})",100.0
555916,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Geschlecht.1', 'Q109_Anzahl Endgeräte für Internetnutzung.3'})",100.0
555917,1.0,"frozenset({'Q102_Geschlecht.1', 'Q109_Digitalisierung ist eher positiv als negativ', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555845,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Dauer der Kundenbeziehung.5', 'Q58_Nutzung quad Video-/Onlineberatung'})",100.0
555844,1.0,"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555843,1.0,"frozenset({'Q58_Reklamationszufriedenheit', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555780,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q117_Anzahl Endgeräte für Internetnutzung.4', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555770,1.0,"frozenset({'Q77_20.967204025320665', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555771,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q77_48.75560286184606', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555772,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q77_30.573116001834602', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555773,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q88_Alter.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555774,1.0,"frozenset({'Q88_Nutzung Smartphone.1', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555775,1.0,"frozenset({'Q88_Berufstätigkeit des Befragten.2', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555776,1.0,"frozenset({'Q102_Geschlecht.1', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555777,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q116_Alter.1'})",100.0
555778,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q116_Arbeitswochenstunden', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555779,1.0,"frozenset({'Q116_Wohnsituation', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555781,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q117_Anzahl Endgeräte für Internetnutzung.3', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555842,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",100.0
555782,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q117_BKK.2'})",100.0
555783,1.0,"frozenset({'Q22_Verhältnis zu sozialen Medien.2', 'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555784,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q22_Digitalisierung ist eher positiv als negativ.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555785,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q22_Net Promoter Score', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555786,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q115_Geschlecht', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555787,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q115_Bildungsstatus', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555788,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q115_Berufstätigkeit des Befragten.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555789,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q101_Arbeitswochenstunden.3'})",100.0
555790,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q101_Beruf.2', 'Q102_Dauer der Kundenbeziehung.5'})",100.0
555791,1.0,"frozenset({'Q102_Dauer der Kundenbeziehung.5', 'Q30_Berufstätigkeit des Befragten.1', 'Q101_Haushaltstypologie.1'})",100.0
555769,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1', 'Q62_Bundesländer.5'})",100.0
555768,1.0,"frozenset({'Q62_Beruf.1', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555767,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1', 'Q62_BIK-Stadtregion (in Tausend).4'})",100.0
555766,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1', 'Q76_80.46947200696766'})",100.0
555745,1.0,"frozenset({'Q28_Berufstätigkeit des Befragten.4', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555746,1.0,"frozenset({'Q98_Haushaltstypologie.4', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555747,1.0,"frozenset({'Q98_Bevorzugung stationäre Geschäfte vor Onlineshops.2', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555748,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q98_Zuf. Aktive Betreuung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555749,1.0,"frozenset({'Q99_Zuf. Aktive Betreuung.2', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555750,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q99_Gesetzliche Krankenkasse.2', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555751,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q99_Vergleich Kassensysteme.1'})",100.0
555752,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q70_63.89293945455572', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555753,1.0,"frozenset({'Q70_61.777600178356806', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555754,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1', 'Q70_64.20520686777013'})",100.0
555755,1.0,"frozenset({'Q58_Reklamationszufriedenheit', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555756,1.0,"frozenset({'Q58_Kontaktaufn.: Videotelefonie', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555757,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q58_Nutzung quad Video-/Onlineberatung'})",100.0
555758,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1', 'Q59_BKK (Fortsetzung).8'})",100.0
555759,1.0,"frozenset({'Q59_Geschlecht', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555760,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q59_Geschlecht.1', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555761,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q89_BKK', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555762,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1', 'Q89_BKK.5'})",100.0
555763,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q89_BKK (Fortsetzung).17', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555764,1.0,"frozenset({'Q76_94.55611866412475', 'Q102_Anzahl Endgeräte für Internetnutzung', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555765,1.0,"frozenset({'Q102_Anzahl Endgeräte für Internetnutzung', 'Q76_83.2695611882146', 'Q30_Berufstätigkeit des Befragten.1'})",100.0
555792,1.0,"frozenset({'Q30_Berufstätigkeit des Befragten.1', 'Q129_Personen im Haushalt.1', 'Q102_Dauer der Kundenbeziehung.5'})",100.0
